"SpeciesName","LW_SVSPP","ln_a_andy","ln_a_surv","diff_ln_a","b_andy","b_surv","diff_b"
"FOURSPOT FLOUNDER",104,-12.36562232,-12.5568,0.191177680000001,3.163787481,3.2213,-0.0575125189999999
"FOURSPOT FLOUNDER",104,-12.36562232,-12.3202,-0.0454223200000001,3.163083338,3.1463,0.0167833379999998
"FOURSPOT FLOUNDER",104,-12.36562232,-12.2648,-0.100822320000001,3.163083338,3.1239,0.039183338
"FOURSPOT FLOUNDER",104,-12.36562232,-12.5568,0.191177680000001,3.163083338,3.2213,-0.058216662
"FOURSPOT FLOUNDER",104,-12.36562232,-12.3202,-0.0454223200000001,3.144255859,3.1463,-0.00204414100000028
"FOURSPOT FLOUNDER",104,-12.36562232,-12.2648,-0.100822320000001,3.144255859,3.1239,0.0203558589999999
"FOURSPOT FLOUNDER",104,-12.36562232,-12.5568,0.191177680000001,3.144255859,3.2213,-0.077044141
"FOURSPOT FLOUNDER",104,-12.36562232,-12.3202,-0.0454223200000001,3.158076962,3.1463,0.0117769619999999
"FOURSPOT FLOUNDER",104,-12.36562232,-12.2648,-0.100822320000001,3.158076962,3.1239,0.0341769620000001
"FOURSPOT FLOUNDER",104,-12.36562232,-12.5568,0.191177680000001,3.158076962,3.2213,-0.0632230379999998
"GOOSEFISH",197,-10.8077376,-10.553,-0.254737599999999,2.936921856,2.8696,0.067321856
"GOOSEFISH",197,-10.8077376,-10.869,0.0612624000000004,2.936921856,2.9608,-0.0238781439999998
"GOOSEFISH",197,-10.8077376,-10.7668,-0.0409375999999995,2.936921856,2.9302,0.00672185599999997
"GOOSEFISH",197,-10.8077376,-10.553,-0.254737599999999,2.930069433,2.8696,0.0604694329999997
"GOOSEFISH",197,-10.8077376,-10.869,0.0612624000000004,2.930069433,2.9608,-0.030730567
"GOOSEFISH",197,-10.8077376,-10.7668,-0.0409375999999995,2.930069433,2.9302,-0.000130567000000248
"GOOSEFISH",197,-10.8077376,-10.553,-0.254737599999999,2.950653977,2.8696,0.0810539769999998
"GOOSEFISH",197,-10.8077376,-10.869,0.0612624000000004,2.950653977,2.9608,-0.0101460229999999
"GOOSEFISH",197,-10.8077376,-10.7668,-0.0409375999999995,2.950653977,2.9302,0.0204539769999998
"GOOSEFISH",197,-10.8077376,-10.553,-0.254737599999999,2.939798984,2.8696,0.0701989839999997
"GOOSEFISH",197,-10.8077376,-10.869,0.0612624000000004,2.939798984,2.9608,-0.021001016
"GOOSEFISH",197,-10.8077376,-10.7668,-0.0409375999999995,2.939798984,2.9302,0.0095989839999997
"GREATER AMBERJACK",203,-9.866339749,-10.0778,0.211460251,2.699978503,2.83,-0.130021497
"GREATER AMBERJACK",203,-9.866339749,-10.9533,1.086960251,2.699978503,2.96,-0.260021497
"GREATER AMBERJACK",203,-9.866339749,-10.3343,0.467960251000001,2.699978503,2.87,-0.170021497
"GREATER AMBERJACK",203,-9.866339749,-10.0778,0.211460251,NA,2.83,NA
"GREATER AMBERJACK",203,-9.866339749,-10.9533,1.086960251,NA,2.96,NA
"GREATER AMBERJACK",203,-9.866339749,-10.3343,0.467960251000001,NA,2.87,NA
"GREATER AMBERJACK",203,-9.866339749,-10.0778,0.211460251,NA,2.83,NA
"GREATER AMBERJACK",203,-9.866339749,-10.9533,1.086960251,NA,2.96,NA
"GREATER AMBERJACK",203,-9.866339749,-10.3343,0.467960251000001,NA,2.87,NA
"GREATER AMBERJACK",203,-9.866339749,-10.0778,0.211460251,NA,2.83,NA
"GREATER AMBERJACK",203,-9.866339749,-10.9533,1.086960251,NA,2.96,NA
"GREATER AMBERJACK",203,-9.866339749,-10.3343,0.467960251000001,NA,2.87,NA
"HADDOCK",74,-11.8142393,-11.7438,-0.0704393000000003,3.085779312,3.0572,0.0285793120000002
"HADDOCK",74,-11.8142393,-11.8655,0.0512607000000003,3.085779312,3.0949,-0.00912068799999988
"HADDOCK",74,-11.8142393,-11.8062,-0.00803930000000008,3.085779312,3.0766,0.00917931200000011
"HADDOCK",74,-11.8142393,-11.7438,-0.0704393000000003,3.066089638,3.0572,0.00888963799999987
"HADDOCK",74,-11.8142393,-11.8655,0.0512607000000003,3.066089638,3.0949,-0.0288103620000002
"HADDOCK",74,-11.8142393,-11.8062,-0.00803930000000008,3.066089638,3.0766,-0.0105103620000002
"HADDOCK",74,-11.8142393,-11.7438,-0.0704393000000003,3.096269364,3.0572,0.0390693639999999
"HADDOCK",74,-11.8142393,-11.8655,0.0512607000000003,3.096269364,3.0949,0.00136936399999987
"HADDOCK",74,-11.8142393,-11.8062,-0.00803930000000008,3.096269364,3.0766,0.0196693639999999
"HADDOCK",74,-11.8142393,-11.7438,-0.0704393000000003,3.078278182,3.0572,0.0210781820000001
"HADDOCK",74,-11.8142393,-11.8655,0.0512607000000003,3.078278182,3.0949,-0.016621818
"HADDOCK",74,-11.8142393,-11.8062,-0.00803930000000008,3.078278182,3.0766,0.00167818200000003
"LITTLE SKATE",26,-12.47636321,-12.4462,-0.0301632100000013,3.120495056,3.128,-0.0075049439999999
"LITTLE SKATE",26,-12.47636321,-12.4462,-0.0301632100000013,3.130384566,3.128,0.00238456599999992
"LITTLE SKATE",26,-12.47636321,-12.4462,-0.0301632100000013,3.126636356,3.128,-0.001363644
"LITTLE SKATE",26,-12.47636321,-12.4462,-0.0301632100000013,3.120979292,3.128,-0.00702070800000021
"LONGHORN SCULPIN",163,-11.66607663,-11.8348,0.16872337,3.056686402,3.1067,-0.050013598
"LONGHORN SCULPIN",163,-11.66607663,-11.8348,0.16872337,3.052283727,3.1067,-0.0544162730000002
"LONGHORN SCULPIN",163,-11.66607663,-11.8348,0.16872337,3.055538172,3.1067,-0.0511618280000001
"LONGHORN SCULPIN",163,-11.66607663,-11.8348,0.16872337,3.056148633,3.1067,-0.0505513670000002
"NORTHERN KINGFISH",146,-11.86548277,-12.29247,0.42698723,3.121397091,3.25342,-0.132022909
"NORTHERN KINGFISH",146,-11.86548277,-11.61888,-0.246602769999999,3.121397091,3.05365,0.0677470909999998
"NORTHERN KINGFISH",146,-11.86548277,-12.1033,0.237817230000001,3.121397091,3.18911,-0.0677129089999999
"NORTHERN KINGFISH",146,-11.86548277,-12.29247,0.42698723,3.095822374,3.25342,-0.157597626
"NORTHERN KINGFISH",146,-11.86548277,-11.61888,-0.246602769999999,3.095822374,3.05365,0.0421723739999997
"NORTHERN KINGFISH",146,-11.86548277,-12.1033,0.237817230000001,3.095822374,3.18911,-0.093287626
"NORTHERN KINGFISH",146,-11.86548277,-12.29247,0.42698723,NA,3.25342,NA
"NORTHERN KINGFISH",146,-11.86548277,-11.61888,-0.246602769999999,NA,3.05365,NA
"NORTHERN KINGFISH",146,-11.86548277,-12.1033,0.237817230000001,NA,3.18911,NA
"NORTHERN KINGFISH",146,-11.86548277,-12.29247,0.42698723,NA,3.25342,NA
"NORTHERN KINGFISH",146,-11.86548277,-11.61888,-0.246602769999999,NA,3.05365,NA
"NORTHERN KINGFISH",146,-11.86548277,-12.1033,0.237817230000001,NA,3.18911,NA
"NORTHERN SEAROBIN",171,-11.78582755,-11.17267,-0.61315755,3.080051355,2.85468,0.225371355
"NORTHERN SEAROBIN",171,-11.78582755,-11.74971,-0.0361175500000002,3.080051355,3.04068,0.0393713550000001
"NORTHERN SEAROBIN",171,-11.78582755,-11.87467,0.0888424499999996,3.080051355,3.093,-0.0129486449999998
"NORTHERN SEAROBIN",171,-11.78582755,-11.17267,-0.61315755,3.070435493,2.85468,0.215755493
"NORTHERN SEAROBIN",171,-11.78582755,-11.74971,-0.0361175500000002,3.070435493,3.04068,0.0297554930000001
"NORTHERN SEAROBIN",171,-11.78582755,-11.87467,0.0888424499999996,3.070435493,3.093,-0.0225645069999998
"NORTHERN SEAROBIN",171,-11.78582755,-11.17267,-0.61315755,3.113759933,2.85468,0.259079933
"NORTHERN SEAROBIN",171,-11.78582755,-11.74971,-0.0361175500000002,3.113759933,3.04068,0.0730799329999998
"NORTHERN SEAROBIN",171,-11.78582755,-11.87467,0.0888424499999996,3.113759933,3.093,0.0207599329999999
"NORTHERN SEAROBIN",171,-11.78582755,-11.17267,-0.61315755,3.055009342,2.85468,0.200329342
"NORTHERN SEAROBIN",171,-11.78582755,-11.74971,-0.0361175500000002,3.055009342,3.04068,0.0143293419999999
"NORTHERN SEAROBIN",171,-11.78582755,-11.87467,0.0888424499999996,3.055009342,3.093,-0.037990658
"OCEAN POUT",193,-13.44436422,-13.6429,0.198535779999998,3.282195789,3.3459,-0.0637042109999997
"OCEAN POUT",193,-13.44436422,-13.6429,0.198535779999998,3.288394675,3.3459,-0.0575053249999997
"OCEAN POUT",193,-13.44436422,-13.6429,0.198535779999998,3.305201679,3.3459,-0.0406983209999998
"OCEAN POUT",193,-13.44436422,-13.6429,0.198535779999998,3.280594607,3.3459,-0.065305393
"OFFSHORE HAKE",69,-12.08070601,-12.2964,0.21569399,3.079355194,3.1323,-0.0529448059999997
"OFFSHORE HAKE",69,-12.08070601,-11.5949,-0.485806009999999,3.079355194,2.9323,0.147055194
"OFFSHORE HAKE",69,-12.08070601,-12.2964,0.21569399,3.070505174,3.1323,-0.0617948259999999
"OFFSHORE HAKE",69,-12.08070601,-11.5949,-0.485806009999999,3.070505174,2.9323,0.138205174
"OFFSHORE HAKE",69,-12.08070601,-12.2964,0.21569399,NA,3.1323,NA
"OFFSHORE HAKE",69,-12.08070601,-11.5949,-0.485806009999999,NA,2.9323,NA
"OFFSHORE HAKE",69,-12.08070601,-12.2964,0.21569399,3.062257245,3.1323,-0.0700427549999998
"OFFSHORE HAKE",69,-12.08070601,-11.5949,-0.485806009999999,3.062257245,2.9323,0.129957245
"POLLOCK",75,-11.82182668,-11.5181,-0.303726679999999,3.102495116,3.02352,0.0789751160000001
"POLLOCK",75,-11.82182668,-11.5782,-0.243626679999998,3.102495116,3.03831,0.064185116
"POLLOCK",75,-11.82182668,-11.9004,0.0785733200000003,3.102495116,3.1024,9.51160000002282e-05
"POLLOCK",75,-11.82182668,-11.5181,-0.303726679999999,3.075804234,3.02352,0.052284234
"POLLOCK",75,-11.82182668,-11.5782,-0.243626679999998,3.075804234,3.03831,0.037494234
"POLLOCK",75,-11.82182668,-11.9004,0.0785733200000003,3.075804234,3.1024,-0.0265957659999998
"POLLOCK",75,-11.82182668,-11.5181,-0.303726679999999,3.096862721,3.02352,0.0733427209999999
"POLLOCK",75,-11.82182668,-11.5782,-0.243626679999998,3.096862721,3.03831,0.0585527209999999
"POLLOCK",75,-11.82182668,-11.9004,0.0785733200000003,3.096862721,3.1024,-0.0055372789999999
"POLLOCK",75,-11.82182668,-11.5181,-0.303726679999999,3.070236431,3.02352,0.0467164310000001
"POLLOCK",75,-11.82182668,-11.5782,-0.243626679999998,3.070236431,3.03831,0.031926431
"POLLOCK",75,-11.82182668,-11.9004,0.0785733200000003,3.070236431,3.1024,-0.0321635689999997
"RED HAKE",77,-12.28119814,-12.6066,0.325401859999999,3.090659848,3.1684,-0.0777401520000001
"RED HAKE",77,-12.28119814,-12.3743,0.0931018599999991,3.090659848,3.0979,-0.00724015200000006
"RED HAKE",77,-12.28119814,-12.4431,0.161901859999999,3.090659848,3.1139,-0.0232401520000001
"RED HAKE",77,-12.28119814,-12.6066,0.325401859999999,3.070107722,3.1684,-0.0982922780000002
"RED HAKE",77,-12.28119814,-12.3743,0.0931018599999991,3.070107722,3.0979,-0.0277922780000002
"RED HAKE",77,-12.28119814,-12.4431,0.161901859999999,3.070107722,3.1139,-0.0437922780000002
"RED HAKE",77,-12.28119814,-12.6066,0.325401859999999,3.090883822,3.1684,-0.0775161780000002
"RED HAKE",77,-12.28119814,-12.3743,0.0931018599999991,3.090883822,3.0979,-0.00701617800000021
"RED HAKE",77,-12.28119814,-12.4431,0.161901859999999,3.090883822,3.1139,-0.0230161780000002
"RED HAKE",77,-12.28119814,-12.6066,0.325401859999999,3.07262859,3.1684,-0.0957714100000002
"RED HAKE",77,-12.28119814,-12.3743,0.0931018599999991,3.07262859,3.0979,-0.0252714100000002
"RED HAKE",77,-12.28119814,-12.4431,0.161901859999999,3.07262859,3.1139,-0.0412714100000002
"ROSETTE SKATE",25,-12.73088897,-13.6734,0.94251103,3.124099258,3.3526,-0.228500742
"ROSETTE SKATE",25,-12.73088897,-14.6814,1.95051103,3.124099258,3.571246,-0.447146742
"ROSETTE SKATE",25,-12.73088897,-14.7238,1.99291103,3.124099258,3.584261,-0.460161742
"ROSETTE SKATE",25,-12.73088897,-13.6734,0.94251103,3.116627477,3.3526,-0.235972523
"ROSETTE SKATE",25,-12.73088897,-14.6814,1.95051103,3.116627477,3.571246,-0.454618523
"ROSETTE SKATE",25,-12.73088897,-14.7238,1.99291103,3.116627477,3.584261,-0.467633523
"ROSETTE SKATE",25,-12.73088897,-13.6734,0.94251103,3.129620909,3.3526,-0.222979091
"ROSETTE SKATE",25,-12.73088897,-14.6814,1.95051103,3.129620909,3.571246,-0.441625091
"ROSETTE SKATE",25,-12.73088897,-14.7238,1.99291103,3.129620909,3.584261,-0.454640091
"ROSETTE SKATE",25,-12.73088897,-13.6734,0.94251103,3.107747803,3.3526,-0.244852197
"ROSETTE SKATE",25,-12.73088897,-14.6814,1.95051103,3.107747803,3.571246,-0.463498197
"ROSETTE SKATE",25,-12.73088897,-14.7238,1.99291103,3.107747803,3.584261,-0.476513197
"ROUGHTAIL STINGRAY",4,-10.40699759,-10.332,-0.0749975899999988,3.021708278,3.0222,-0.000491722000000028
"ROUGHTAIL STINGRAY",4,-10.40699759,-10.332,-0.0749975899999988,2.992817553,3.0222,-0.0293824470000001
"ROUGHTAIL STINGRAY",4,-10.40699759,-10.332,-0.0749975899999988,NA,3.0222,NA
"ROUGHTAIL STINGRAY",4,-10.40699759,-10.332,-0.0749975899999988,3.00092917,3.0222,-0.0212708300000002
"ROUND HERRING",31,-11.47563377,-11.4756,-3.3769999999933e-05,2.964528572,2.9645,2.85719999997269e-05
"ROUND HERRING",31,-11.47563377,-11.4756,-3.3769999999933e-05,NA,2.9645,NA
"ROUND HERRING",31,-11.47563377,-11.4756,-3.3769999999933e-05,NA,2.9645,NA
"ROUND HERRING",31,-11.47563377,-11.4756,-3.3769999999933e-05,NA,2.9645,NA
"SAND TIGER",12,-13.44675901,-13.4887,0.0419409900000005,3.274855635,3.2927,-0.0178443649999998
"SAND TIGER",12,-13.44675901,-13.4887,0.0419409900000005,3.268210272,3.2927,-0.0244897279999998
"SAND TIGER",12,-13.44675901,-13.4887,0.0419409900000005,NA,3.2927,NA
"SAND TIGER",12,-13.44675901,-13.4887,0.0419409900000005,NA,3.2927,NA
"SANDBAR SHARK",9,-12.17265822,-12.7641,0.591441779999998,3.05812421,3.17692,-0.11879579
"SANDBAR SHARK",9,-12.17265822,-12.7641,0.591441779999998,3.035062441,3.17692,-0.141857559
"SANDBAR SHARK",9,-12.17265822,-12.7641,0.591441779999998,NA,3.17692,NA
"SANDBAR SHARK",9,-12.17265822,-12.7641,0.591441779999998,3.053982427,3.17692,-0.122937573
"SCUP",143,-11.15269902,-11.5033,0.350600979999999,3.141225606,3.2446,-0.103374394
"SCUP",143,-11.15269902,-11.5033,0.350600979999999,3.118274106,3.2446,-0.126325894
"SCUP",143,-11.15269902,-11.5033,0.350600979999999,NA,3.2446,NA
"SCUP",143,-11.15269902,-11.5033,0.350600979999999,3.09881405,3.2446,-0.14578595
"SEA RAVEN",164,-11.45391777,-11.3646,-0.089317770000001,3.162404832,3.1551,0.00730483199999998
"SEA RAVEN",164,-11.45391777,-11.3646,-0.089317770000001,3.166111864,3.1551,0.0110118639999999
"SEA RAVEN",164,-11.45391777,-11.3646,-0.089317770000001,3.173469867,3.1551,0.0183698670000001
"SEA RAVEN",164,-11.45391777,-11.3646,-0.089317770000001,3.154393587,3.1551,-0.000706413000000072
"SILVER HAKE",72,-12.38125606,-12.4934,0.112143939999999,3.141653799,3.1512,-0.00954620099999959
"SILVER HAKE",72,-12.38125606,-12.5862,0.20494394,3.141653799,3.2018,-0.0601462009999998
"SILVER HAKE",72,-12.38125606,-12.6221,0.24084394,3.141653799,3.21099,-0.0693362009999996
"SILVER HAKE",72,-12.38125606,-12.4934,0.112143939999999,3.123267281,3.1512,-0.0279327189999998
"SILVER HAKE",72,-12.38125606,-12.5862,0.20494394,3.123267281,3.2018,-0.078532719
"SILVER HAKE",72,-12.38125606,-12.6221,0.24084394,3.123267281,3.21099,-0.0877227189999998
"SILVER HAKE",72,-12.38125606,-12.4934,0.112143939999999,3.126403138,3.1512,-0.0247968619999996
"SILVER HAKE",72,-12.38125606,-12.5862,0.20494394,3.126403138,3.2018,-0.0753968619999998
"SILVER HAKE",72,-12.38125606,-12.6221,0.24084394,3.126403138,3.21099,-0.0845868619999997
"SILVER HAKE",72,-12.38125606,-12.4934,0.112143939999999,3.121478917,3.1512,-0.0297210829999996
"SILVER HAKE",72,-12.38125606,-12.5862,0.20494394,3.121478917,3.2018,-0.0803210829999998
"SILVER HAKE",72,-12.38125606,-12.6221,0.24084394,3.121478917,3.21099,-0.0895110829999997
"SMOOTH BUTTERFLY RAY",376,-11.72213884,-11.7989,0.0767611600000002,3.041332483,3.0742,-0.0328675169999997
"SMOOTH BUTTERFLY RAY",376,-11.72213884,-9.73366,-1.98847884,3.041332483,2.597632,0.443700483
"SMOOTH BUTTERFLY RAY",376,-11.72213884,-11.7989,0.0767611600000002,3.041229837,3.0742,-0.0329701629999999
"SMOOTH BUTTERFLY RAY",376,-11.72213884,-9.73366,-1.98847884,3.041229837,2.597632,0.443597837
"SMOOTH BUTTERFLY RAY",376,-11.72213884,-11.7989,0.0767611600000002,NA,3.0742,NA
"SMOOTH BUTTERFLY RAY",376,-11.72213884,-9.73366,-1.98847884,NA,2.597632,NA
"SMOOTH BUTTERFLY RAY",376,-11.72213884,-11.7989,0.0767611600000002,NA,3.0742,NA
"SMOOTH BUTTERFLY RAY",376,-11.72213884,-9.73366,-1.98847884,NA,2.597632,NA
"SMOOTH DOGFISH",13,-12.98780625,-12.5532,-0.43460625,3.09586655,3.0006,0.0952665500000003
"SMOOTH DOGFISH",13,-12.98780625,-12.3265,-0.661306250000001,3.09586655,2.9436,0.15226655
"SMOOTH DOGFISH",13,-12.98780625,-12.7087,-0.27910625,3.09586655,3.0415,0.0543665500000001
"SMOOTH DOGFISH",13,-12.98780625,-12.5532,-0.43460625,3.076415332,3.0006,0.0758153319999999
"SMOOTH DOGFISH",13,-12.98780625,-12.3265,-0.661306250000001,3.076415332,2.9436,0.132815332
"SMOOTH DOGFISH",13,-12.98780625,-12.7087,-0.27910625,3.076415332,3.0415,0.0349153319999997
"SMOOTH DOGFISH",13,-12.98780625,-12.5532,-0.43460625,3.127060383,3.0006,0.126460383
"SMOOTH DOGFISH",13,-12.98780625,-12.3265,-0.661306250000001,3.127060383,2.9436,0.183460383
"SMOOTH DOGFISH",13,-12.98780625,-12.7087,-0.27910625,3.127060383,3.0415,0.0855603829999998
"SMOOTH DOGFISH",13,-12.98780625,-12.5532,-0.43460625,3.080326741,3.0006,0.079726741
"SMOOTH DOGFISH",13,-12.98780625,-12.3265,-0.661306250000001,3.080326741,2.9436,0.136726741
"SMOOTH DOGFISH",13,-12.98780625,-12.7087,-0.27910625,3.080326741,3.0415,0.0388267409999998
"SMOOTH SKATE",27,-12.64246766,-12.5408,-0.101667659999999,3.088819689,3.0655,0.023319689
"SMOOTH SKATE",27,-12.64246766,-12.615,-0.0274676599999992,3.088819689,3.09605,-0.00723031099999982
"SMOOTH SKATE",27,-12.64246766,-12.5868,-0.0556676599999992,3.088819689,3.08671,0.00210968900000008
"SMOOTH SKATE",27,-12.64246766,-12.5408,-0.101667659999999,3.080272665,3.0655,0.0147726649999997
"SMOOTH SKATE",27,-12.64246766,-12.615,-0.0274676599999992,3.080272665,3.09605,-0.0157773350000001
"SMOOTH SKATE",27,-12.64246766,-12.5868,-0.0556676599999992,3.080272665,3.08671,-0.00643733500000021
"SMOOTH SKATE",27,-12.64246766,-12.5408,-0.101667659999999,3.096994393,3.0655,0.031494393
"SMOOTH SKATE",27,-12.64246766,-12.615,-0.0274676599999992,3.096994393,3.09605,0.000944393000000154
"SMOOTH SKATE",27,-12.64246766,-12.5868,-0.0556676599999992,3.096994393,3.08671,0.0102843930000001
"SMOOTH SKATE",27,-12.64246766,-12.5408,-0.101667659999999,3.077166707,3.0655,0.0116667069999998
"SMOOTH SKATE",27,-12.64246766,-12.615,-0.0274676599999992,3.077166707,3.09605,-0.018883293
"SMOOTH SKATE",27,-12.64246766,-12.5868,-0.0556676599999992,3.077166707,3.08671,-0.00954329300000012
"SOUTHERN KINGFISH",652,-12.87237782,-11.8583,-1.01407782,3.436131483,3.13,0.306131483
"SOUTHERN KINGFISH",652,-12.87237782,-12.9112,0.0388221799999986,3.436131483,3.4493,-0.013168517
"SOUTHERN KINGFISH",652,-12.87237782,-11.7202,-1.15217782,3.436131483,3.19,0.246131483
"SOUTHERN KINGFISH",652,-12.87237782,-11.8583,-1.01407782,NA,3.13,NA
"SOUTHERN KINGFISH",652,-12.87237782,-12.9112,0.0388221799999986,NA,3.4493,NA
"SOUTHERN KINGFISH",652,-12.87237782,-11.7202,-1.15217782,NA,3.19,NA
"SOUTHERN KINGFISH",652,-12.87237782,-11.8583,-1.01407782,NA,3.13,NA
"SOUTHERN KINGFISH",652,-12.87237782,-12.9112,0.0388221799999986,NA,3.4493,NA
"SOUTHERN KINGFISH",652,-12.87237782,-11.7202,-1.15217782,NA,3.19,NA
"SOUTHERN KINGFISH",652,-12.87237782,-11.8583,-1.01407782,NA,3.13,NA
"SOUTHERN KINGFISH",652,-12.87237782,-12.9112,0.0388221799999986,NA,3.4493,NA
"SOUTHERN KINGFISH",652,-12.87237782,-11.7202,-1.15217782,NA,3.19,NA
"SOUTHERN STINGRAY",29,-11.22805868,-9.49475,-1.73330868,3.231602809,2.83612,0.395482809
"SOUTHERN STINGRAY",29,-11.22805868,-12.3295,1.10144132,3.231602809,3.50727,-0.275667191
"SOUTHERN STINGRAY",29,-11.22805868,-11.171,-0.0570586800000008,3.231602809,3.20678,0.0248228089999998
"SOUTHERN STINGRAY",29,-11.22805868,-9.49475,-1.73330868,3.209306151,2.83612,0.373186151
"SOUTHERN STINGRAY",29,-11.22805868,-12.3295,1.10144132,3.209306151,3.50727,-0.297963849
"SOUTHERN STINGRAY",29,-11.22805868,-11.171,-0.0570586800000008,3.209306151,3.20678,0.00252615099999964
"SOUTHERN STINGRAY",29,-11.22805868,-9.49475,-1.73330868,NA,2.83612,NA
"SOUTHERN STINGRAY",29,-11.22805868,-12.3295,1.10144132,NA,3.50727,NA
"SOUTHERN STINGRAY",29,-11.22805868,-11.171,-0.0570586800000008,NA,3.20678,NA
"SOUTHERN STINGRAY",29,-11.22805868,-9.49475,-1.73330868,NA,2.83612,NA
"SOUTHERN STINGRAY",29,-11.22805868,-12.3295,1.10144132,NA,3.50727,NA
"SOUTHERN STINGRAY",29,-11.22805868,-11.171,-0.0570586800000008,NA,3.20678,NA
"SPANISH MACKEREL",745,-11.63912455,-11.6374,-0.00172455000000049,3.024804417,3.0242,0.000604416999999913
"SPANISH MACKEREL",745,-11.63912455,-11.6374,-0.00172455000000049,2.947033057,3.0242,-0.0771669429999999
"SPANISH MACKEREL",745,-11.63912455,-11.6374,-0.00172455000000049,NA,3.0242,NA
"SPANISH MACKEREL",745,-11.63912455,-11.6374,-0.00172455000000049,NA,3.0242,NA
"SPANISH SARDINE",429,-11.81321576,-11.8132,-1.57600000001423e-05,3.146336879,3.1463,3.68790000000452e-05
"SPANISH SARDINE",429,-11.81321576,-11.8132,-1.57600000001423e-05,NA,3.1463,NA
"SPANISH SARDINE",429,-11.81321576,-11.8132,-1.57600000001423e-05,NA,3.1463,NA
"SPANISH SARDINE",429,-11.81321576,-11.8132,-1.57600000001423e-05,NA,3.1463,NA
"SPINY BUTTERFLY RAY",375,-12.27408071,-12.6549,0.38081929,3.134436284,3.226772,-0.092335716
"SPINY BUTTERFLY RAY",375,-12.27408071,-13.0635,0.78941929,3.134436284,3.306,-0.171563716
"SPINY BUTTERFLY RAY",375,-12.27408071,-12.6549,0.38081929,3.126160794,3.226772,-0.100611206
"SPINY BUTTERFLY RAY",375,-12.27408071,-13.0635,0.78941929,3.126160794,3.306,-0.179839206
"SPINY BUTTERFLY RAY",375,-12.27408071,-12.6549,0.38081929,NA,3.226772,NA
"SPINY BUTTERFLY RAY",375,-12.27408071,-13.0635,0.78941929,NA,3.306,NA
"SPINY BUTTERFLY RAY",375,-12.27408071,-12.6549,0.38081929,3.222665846,3.226772,-0.00410615400000003
"SPINY BUTTERFLY RAY",375,-12.27408071,-13.0635,0.78941929,3.222665846,3.306,-0.0833341540000001
"SPINY DOGFISH",15,-13.04149178,-13.2302,0.188708220000001,3.146905559,3.1863,-0.0393944410000002
"SPINY DOGFISH",15,-13.04149178,-12.5455,-0.495991779999999,3.146905559,3.0075,0.139405559
"SPINY DOGFISH",15,-13.04149178,-13.4073,0.36580822,3.146905559,3.2369,-0.089994441
"SPINY DOGFISH",15,-13.04149178,-13.2302,0.188708220000001,3.140973859,3.1863,-0.0453261410000003
"SPINY DOGFISH",15,-13.04149178,-12.5455,-0.495991779999999,3.140973859,3.0075,0.133473859
"SPINY DOGFISH",15,-13.04149178,-13.4073,0.36580822,3.140973859,3.2369,-0.0959261410000001
"SPINY DOGFISH",15,-13.04149178,-13.2302,0.188708220000001,3.153304306,3.1863,-0.0329956940000002
"SPINY DOGFISH",15,-13.04149178,-12.5455,-0.495991779999999,3.153304306,3.0075,0.145804306
"SPINY DOGFISH",15,-13.04149178,-13.4073,0.36580822,3.153304306,3.2369,-0.083595694
"SPINY DOGFISH",15,-13.04149178,-13.2302,0.188708220000001,3.131927548,3.1863,-0.054372452
"SPINY DOGFISH",15,-13.04149178,-12.5455,-0.495991779999999,3.131927548,3.0075,0.124427548
"SPINY DOGFISH",15,-13.04149178,-13.4073,0.36580822,3.131927548,3.2369,-0.104972452
"SPOT",149,-11.5128525,-11.0401,-0.472752499999999,3.18117923,2.9481,0.23307923
"SPOT",149,-11.5128525,-11.0401,-0.472752499999999,3.092810297,2.9481,0.144710297
"SPOT",149,-11.5128525,-11.0401,-0.472752499999999,NA,2.9481,NA
"SPOT",149,-11.5128525,-11.0401,-0.472752499999999,NA,2.9481,NA
"SPOTTED HAKE",78,-12.05383787,-12.1924,0.138562129999999,3.117527739,3.1437,-0.0261722610000001
"SPOTTED HAKE",78,-12.05383787,-12.0712,0.0173621299999986,3.117527739,3.1139,0.00362773899999969
"SPOTTED HAKE",78,-12.05383787,-11.9892,-0.0646378700000003,3.117527739,3.0823,0.0352277389999998
"SPOTTED HAKE",78,-12.05383787,-12.1924,0.138562129999999,3.09534947,3.1437,-0.04835053
"SPOTTED HAKE",78,-12.05383787,-12.0712,0.0173621299999986,3.09534947,3.1139,-0.0185505300000002
"SPOTTED HAKE",78,-12.05383787,-11.9892,-0.0646378700000003,3.09534947,3.0823,0.0130494699999999
"SPOTTED HAKE",78,-12.05383787,-12.1924,0.138562129999999,3.096583711,3.1437,-0.0471162889999999
"SPOTTED HAKE",78,-12.05383787,-12.0712,0.0173621299999986,3.096583711,3.1139,-0.017316289
"SPOTTED HAKE",78,-12.05383787,-11.9892,-0.0646378700000003,3.096583711,3.0823,0.014283711
"SPOTTED HAKE",78,-12.05383787,-12.1924,0.138562129999999,3.09572408,3.1437,-0.0479759199999998
"SPOTTED HAKE",78,-12.05383787,-12.0712,0.0173621299999986,3.09572408,3.1139,-0.01817592
"SPOTTED HAKE",78,-12.05383787,-11.9892,-0.0646378700000003,3.09572408,3.0823,0.0134240800000001
"STRIPED BASS",139,-11.57150437,-11.9776,0.406095630000001,3.048284488,3.1998,-0.151515512
